Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other"
9465,3429061,63150.0,1927,1,100,76.4,40.664628,-73.95176,9.0,321.0,4.3489867805956814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12526,4412049,50996.0,1939,1,100,53.0,,,,,3.9889840465642745,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4166,3119946,475963.0,1958,1,100,5972.3,40.764506,-73.970756,8.0,11401.0,8.6950548174881,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5759,5084258,78300.0,1910,1,100,53.2,40.827504,-73.938519,10.0,23502.0,3.9926809084456005,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9805,2637853,137000.0,1932,1,100,87.0,40.687261,-73.974093,2.0,181.0,4.477336814478207,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13379,4907439,75455.0,1938,1,90,87.4,,,,,4.481871969643598,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7151,4407833,78000.0,1941,1,100,141.9,40.84234,-73.915038,4.0,209.0,4.9621450849358215,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13159,2815759,161000.0,1950,1,100,39.0,,,,,3.6888794541139363,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5732,2775083,74304.0,1983,1,100,89.5,40.819961,-73.94401,10.0,230.0,4.505349850705881,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9256,2959891,370000.0,1954,1,100,30.6,40.673309,-73.992808,6.0,119.0,3.4531571205928664,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8779,2736628,51000.0,1949,1,100,88.1,40.884384,-73.911397,8.0,297.0,4.489759334476764,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5339,4356256,632707.0,1989,1,90,94.3,40.800752,-73.958651,10.0,19702.0,4.557029810660157,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5763,4836179,65382.0,1914,1,100,106.2,40.820089,-73.946619,10.0,22102.0,4.674696248636701,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12800,2792662,64509.0,1929,1,100,128.3,,,,,4.8621352857778115,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12760,3112130,115861.0,1957,1,100,51.9,,,,,3.9684033388642534,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7319,2810873,50088.0,1927,1,100,72.0,40.838579,-73.899463,3.0,167.0,4.290459441148391,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3054,4038857,225552.0,1968,1,100,121.3,40.773754,-73.977767,7.0,153.0,4.8064770426931265,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13744,3298586,134259.0,1983,1,100,69.2,,,,,4.251348311031766,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10353,2797993,144000.0,1958,1,100,93.4,40.661621,-73.927999,17.0,882.0,4.547541073151455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8088,5858052,96443.0,1931,1,100,77.0,40.879456,-73.875115,7.0,431.0,4.356708826689592,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5262,4135665,128640.0,2012,1,100,64.1,40.808426,-73.935274,11.0,242.0,4.175924549214524,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2557,5866244,66403.0,1967,1,100,84.5,40.742986,-73.980108,6.0,70.0,4.448516375942715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12870,4035679,239442.0,1962,1,100,64.0,,,,,4.174387269895637,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13289,4408046,142650.0,1941,1,100,60.3,,,,,4.115779842942166,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7122,2705492,73050.0,1938,1,100,97.1,40.844402,-73.911526,4.0,22702.0,4.585987366571318,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7610,5039283,60000.0,1924,1,85,111.6,40.863397,-73.900593,7.0,265.0,4.72384171570559,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8850,2672547,180000.0,1963,1,100,84.5,40.890109,-73.911425,8.0,30701.0,4.448516375942715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12974,2964670,137700.0,1959,1,100,63.0,,,,,4.1588830833596715,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7239,4949838,65240.0,1925,1,95,79.9,40.847477,-73.916264,5.0,21502.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3378,5863321,59175.0,1914,1,100,63.4,40.787762,-73.973129,7.0,173.0,4.165113633110308,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11380,4955254,81720.0,1961,1,100,115.5,40.61747,-73.95701,14.0,538.0,4.757891273005756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8630,3334927,13540113.0,1969,1,100,26.8,40.869472,-73.828582,10.0,46201.0,3.3250360206965914,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8963,4954513,173000.0,2010,1,95,99.2,40.691454,-73.984386,2.0,15.0,4.607168188650764,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1002,2660516,122689.0,1981,1,100,66.7,40.727161,-73.991514,3.0,38.0,4.215086179918229,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11443,3538161,66875.0,1926,1,100,67.3,40.6093,-73.953273,15.0,550.0,4.223909766576744,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7861,2734785,63024.0,1937,1,100,51.9,40.868017,-73.888941,7.0,40502.0,3.9684033388642534,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015,4949050,183168.0,1896,1,95,83.3,40.743415,-73.989094,5.0,58.0,4.4343818650078095,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10068,4917393,145000.0,1955,1,100,35.0,40.699595,-73.93195,4.0,425.0,3.58351893845611,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10565,3072462,52572.0,1937,1,100,73.6,40.653709,-73.957127,14.0,79602.0,4.312140507209715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2398,2663781,71151.0,1928,1,100,96.7,40.739279,-73.986291,6.0,68.0,4.581901559048737,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5771,4039103,84833.0,1906,1,100,54.5,40.825148,-73.942766,9.0,231.0,4.0163830207523885,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5606,4738327,221875.0,2011,1,100,50.2,40.811656,-73.950632,10.0,215.0,3.9357395320454622,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11332,4857788,76860.0,1941,1,100,73.0,40.62994,-73.958407,14.0,764.0,4.30406509320417,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4804,4038900,57491.0,1915,1,100,68.9,40.77853,-73.957401,8.0,140.0,4.247065649239764,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5468,2664777,116255.0,1964,1,100,80.4,40.797923,-73.971615,7.0,187.0,4.399375273008495,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14826,4047066,121689.0,1969,1,100,524.9,40.619643,-74.150608,1.0,30301.0,6.2651110805952985,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11819,3022583,85000.0,1940,1,100,61.6,40.64599,-73.912366,18.0,962.0,4.136765278106052,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
506,3513738,273018.0,2008,1,100,74.4,40.716525,-74.014815,1.0,31703.0,4.32280727501391,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9060,4925800,65479.0,2013,1,100,28.4,40.69415,-73.992005,2.0,9.0,3.380994674344636,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1925,3524906,173108.0,1962,1,100,141.0,40.753178,-73.986043,5.0,113.0,4.955827057601261,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4728,3284560,81254.0,1920,1,100,87.3,40.783119,-73.958214,8.0,15002.0,4.480740107609915,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12401,4626396,438423.0,1923,16,100,106.3,,,,,4.675628649636653,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5604,3541175,80237.0,1900,1,100,59.9,40.811588,-73.951961,9.0,21303.0,4.109233174715851,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2994,3576116,277600.0,1932,1,100,12.3,40.768632,-73.993368,4.0,135.0,2.5877640352277083,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10966,2669102,59040.0,1939,1,100,83.1,40.62827,-73.991991,12.0,240.0,4.432006566978902,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3951,4989819,122349.0,2006,1,100,45.1,40.754709,-73.970089,6.0,90.0,3.8308129500026027,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1184,2817365,489709.0,1950,1,100,36.8,40.730458,-73.99365,2.0,57.0,3.632309102625542,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12334,4934472,92250.0,1960,1,100,104.3,,,,,4.6568134191399295,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11186,2790590,54000.0,1927,1,100,143.5,40.601157,-73.995877,11.0,290.0,4.973279507552487,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1726,2811444,66073.0,1924,1,100,60.2,40.754131,-73.990276,5.0,109.0,4.11414718951828,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10693,2794352,60174.0,1964,1,100,86.1,40.643844,-73.949812,17.0,826.0,4.467056883858457,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4184,2670697,187270.0,1931,1,100,70.1,40.767632,-73.970549,8.0,122.0,4.264087336809195,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13542,5869229,74687.0,2007,1,100,36.1,,,,,3.6136169696133895,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8872,4382847,159260.0,1966,2,100,122.9,40.90873,-73.908539,8.0,309.0,4.819474788635096,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2056,2653211,75700.0,1915,1,100,66.0,40.746681,-73.985856,5.0,76.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3321,3128736,349342.0,1931,1,100,67.3,40.789015,-73.966632,7.0,177.0,4.223909766576744,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11288,5865073,54000.0,1938,1,100,79.9,40.606566,-73.983279,11.0,428.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14334,2666061,124108.0,1975,1,100,182.2,,,,,5.21057845224003,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7800,3061534,60820.0,1910,1,100,118.6,40.878791,-73.901771,8.0,277.0,4.784152841516532,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3367,2704318,96546.0,1928,1,100,15.1,40.787194,-73.973873,7.0,169.0,2.7788192719904172,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8964,2803987,284913.0,1930,1,100,9.3,40.690584,-73.985136,2.0,15.0,2.33214389523559,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12271,3527831,543946.0,2011,1,100,77.1,,,,,4.35799005684564,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2132,4382807,63412.0,1924,1,100,60.8,40.751635,-73.984307,5.0,84.0,4.123903364463645,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12529,4040465,97260.0,1937,1,100,83.4,,,,,4.4355674016019115,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2585,1472193,898734.0,1963,1,100,86.8,40.749076,-73.975682,6.0,88.0,4.475061500641071,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14193,4957181,66466.0,2013,1,95,73.6,,,,,4.312140507209715,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2416,4038852,186201.0,1964,1,100,66.0,40.739811,-73.982451,6.0,68.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14604,4046051,837935.0,1971,2,100,89.6,40.594254,-73.75121,14.0,101001.0,4.506454213048934,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
623,4393123,481858.0,1969,1,95,117.5,40.706452,-74.005594,1.0,1502.0,4.774912960575186,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
287,4924576,,1952,2,100,122.7,,,,,4.8178592793984425,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
546,2660909,65396.0,1827,1,100,95.9,40.70509,-74.010607,1.0,9.0,4.5736795188967205,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2469,4407989,200000.0,1953,1,100,78.4,40.747243,-73.981208,6.0,72.0,4.37449836825309,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7811,3379558,69043.0,1928,1,100,58.6,40.88353,-73.897677,8.0,279.0,4.087655574071304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
649,2562042,80298.0,1907,1,100,85.5,40.711843,-74.009562,1.0,21.0,4.460144413937834,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13394,2812766,106909.0,1925,1,100,106.9,,,,,4.681204872264089,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9890,3518940,204466.0,2010,1,100,54.3,40.717832,-73.963735,1.0,555.0,4.012772908528289,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7426,3417093,111767.0,2009,1,100,101.6,40.854954,-73.893398,6.0,385.0,4.630837932736669,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4761,2664057,77858.0,1922,1,100,81.7,40.787205,-73.95594,8.0,16001.0,4.415219602029645,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12629,3107999,395850.0,1958,3,100,68.4,,,,,4.239886867512759,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10343,2606174,68780.0,1962,1,100,81.1,40.660495,-73.872512,5.0,1078.0,4.407938016458383,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8580,4043138,51180.0,1940,1,100,104.2,40.891873,-73.860168,12.0,420.0,4.65586330030361,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1645,2604393,86280.0,1925,1,100,74.8,40.746487,-73.995424,4.0,91.0,4.328098292648326,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11940,2806046,114772.0,2000,1,100,77.3,40.577075,-73.957421,13.0,61002.0,4.360547602996758,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8350,2805203,179920.0,1961,1,100,86.4,40.851353,-73.835612,10.0,300.0,4.470495282661489,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10550,4898701,93378.0,1926,1,100,63.3,40.651784,-73.962358,14.0,50801.0,4.163559631243574,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13626,2688547,110400.0,1924,1,100,78.9,,,,,4.380775852772229,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4038,2681886,67540.0,1963,1,100,96.9,40.75512,-73.967129,6.0,98.0,4.583946549536464,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3035,2944936,287822.0,1988,1,100,124.9,40.773247,-73.980691,7.0,153.0,4.835487941050301,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10686,2817713,80676.0,1932,1,100,87.2,40.642344,-73.959553,14.0,514.0,4.4796069630127455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4841,4407794,199625.0,1930,1,100,55.3,40.781925,-73.955915,8.0,14802.0,4.030694535145645,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4696,4038893,53220.0,1912,1,100,74.8,40.780558,-73.958125,8.0,15001.0,4.328098292648326,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6258,2797964,63145.0,1930,1,100,88.2,40.857399,-73.933354,12.0,279.0,4.490881039585964,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13125,2656376,74600.0,1959,1,100,133.5,,,,,4.901564199041894,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5741,3896904,61549.0,2011,1,100,73.9,40.822544,-73.939123,10.0,234.0,4.316153890523174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14002,4408066,212533.0,1950,1,100,96.1,,,,,4.575741375297279,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12730,4930770,99383.0,1938,1,100,60.3,,,,,4.115779842942166,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13142,4405516,191661.0,1957,1,100,51.2,,,,,3.955082494888593,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6249,2922913,55505.0,1937,1,100,82.3,40.856472,-73.933865,12.0,281.0,4.422448549172797,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6275,4044714,54285.0,1939,1,90,27.0,40.877059,-73.909248,8.0,309.0,3.332204510175204,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1404,3114445,191094.0,2009,1,100,74.3,40.737556,-74.009573,2.0,79.0,4.321480134805848,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3658,2648577,143914.0,1928,1,100,134.1,40.764419,-73.977113,5.0,11201.0,4.906015244966153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9380,4370740,80500.0,1928,1,100,76.4,40.667289,-73.961722,9.0,213.0,4.3489867805956814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1393,2740673,165436.0,1964,1,100,72.7,40.732824,-74.008627,2.0,75.0,4.300002799195291,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10220,5729364,123910.0,1988,6,100,106.8,40.667082,-73.899963,5.0,1134.0,4.680277658474897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4717,5876478,87640.0,1931,1,100,61.2,40.782557,-73.958832,8.0,15002.0,4.130354999745133,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
269,4905835,109562.0,1951,2,100,94.7,,,,,4.5612182984589085,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10783,5870043,54000.0,1936,1,100,72.4,40.647717,-73.974285,7.0,504.0,4.29592393562047,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3345,2721974,59544.0,1928,1,100,107.5,40.782515,-73.976796,7.0,165.0,4.686750172980514,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12565,4411815,59628.0,1937,1,100,96.2,,,,,4.576770711466393,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12480,4414082,55500.0,1932,1,100,93.9,,,,,4.552823705615882,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13707,5833250,88202.0,1973,1,100,61.3,,,,,4.131961425793407,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6604,5039159,59800.0,1923,1,100,168.5,40.835641,-73.915177,4.0,17901.0,5.1328529268205045,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1591,5033155,112700.0,1928,1,100,61.9,40.755155,-73.991319,4.0,115.0,4.141546163706395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11112,2674522,52020.0,1928,1,100,102.1,40.617775,-74.033369,10.0,54.0,4.635699391022914,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3534,4038879,139009.0,1923,1,100,56.7,40.791181,-73.979,7.0,175.0,4.055257173514054,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14288,2981286,56200.0,1940,1,100,97.4,,,,,4.589040804058207,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5472,2734528,106763.0,1924,1,100,59.1,40.79909,-73.972156,7.0,187.0,4.096009841541162,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2079,2660188,193957.0,1924,1,100,80.2,40.748938,-73.98573,5.0,76.0,4.396915247167632,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6751,2558930,196432.0,1928,3,100,29.5,40.831025,-73.92925,4.0,189.0,3.417726683613366,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9373,2660415,86004.0,1925,1,100,66.7,40.668519,-73.961955,9.0,213.0,4.215086179918229,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1973,4040146,184509.0,1900,1,100,61.2,40.739768,-73.990892,5.0,54.0,4.130354999745133,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7091,2884640,57600.0,1941,1,100,22.9,40.849117,-73.90822,5.0,23301.0,3.173878458937465,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9499,4411844,96762.0,1938,1,100,77.7,40.661058,-73.959116,9.0,79801.0,4.365643155423357,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5490,2656171,132377.0,1916,1,100,58.4,40.800524,-73.969375,7.0,191.0,4.084294226368599,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
770,4401406,73954.0,1985,1,100,77.8,40.71919,-74.008705,1.0,33.0,4.366912996863833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5084,2787062,59918.0,1928,1,100,394.8,40.788937,-73.954148,11.0,168.0,5.980909033168466,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2260,2715955,88560.0,1912,1,100,117.7,40.745059,-73.98494,5.0,74.0,4.776599301615622,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2331,2384169,127089.0,1940,1,100,70.8,40.749511,-73.981178,6.0,82.0,4.273884476054178,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10801,3094917,191476.0,1956,1,100,55.9,40.642974,-73.977169,12.0,488.0,4.041295341132285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8701,4494770,539000.0,1966,1,100,110.3,40.87807,-73.917484,8.0,29302.0,4.712229258281499,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1805,2665536,98800.0,1967,1,100,152.7,40.743248,-73.993591,4.0,91.0,5.03500265054455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9577,4043095,203442.0,2009,1,100,48.8,40.671672,-73.91797,16.0,363.0,3.9080149840306073,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4891,2383250,130234.0,1961,1,100,140.2,40.777357,-73.954614,8.0,138.0,4.950177325059141,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2337,5810710,309346.0,1914,1,100,68.5,40.750603,-73.982972,5.0,82.0,4.241326752570746,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5559,4037237,128517.0,2008,1,100,83.2,,,,,4.4331949212482815,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5660,3120729,1288976.0,1956,7,100,87.4,40.813009,-73.957805,9.0,211.0,4.481871969643598,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
