Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other",score
2477,2703566,153693.0,1955,1,100,62.3,40.748215,-73.9805,6.0,80.0,4.147885329150131,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2478,2800417,130272.0,1940,1,100,65.5,40.747279,-73.979071,6.0,80.0,4.197201947661808,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2482,2665876,115221.0,1950,1,100,71.1,40.748563,-73.980247,6.0,80.0,4.278054044290903,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2484,2710788,129964.0,1966,1,100,66.3,40.747773,-73.97871,6.0,80.0,4.209160236650682,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2485,2671366,107504.0,1974,1,100,69.6,40.747795,-73.978447,6.0,80.0,4.257030144499196,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2487,5983624,148455.0,2002,1,100,77.1,40.747432,-73.976891,6.0,80.0,4.35799005684564,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2489,3522591,75273.0,1940,1,100,69.2,40.748448,-73.978244,6.0,80.0,4.251348311031766,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2492,4951946,329706.0,1975,1,100,95.6,40.747679,-73.976711,6.0,80.0,4.570578741218473,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2493,4039225,52936.0,1928,1,100,99.0,40.748739,-73.97801,6.0,80.0,4.605170185988092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2495,2719876,78983.0,1921,1,100,88.0,40.749524,-73.97906,6.0,80.0,4.48863636973214,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2497,2960506,90871.0,1928,1,100,36.5,40.749309,-73.976898,6.0,80.0,3.624340932976365,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2500,2388492,158571.0,1924,1,100,102.3,40.74999,-73.978746,6.0,80.0,4.637637376125593,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2518,3128782,55263.0,1888,1,100,26451.7,40.734525,-73.985971,6.0,48.0,10.183113511471783,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2521,2660314,358898.0,1961,1,100,66.6,40.735875,-73.985289,6.0,48.0,4.213607983048918,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2523,2805229,138470.0,1929,1,100,73.0,40.735241,-73.982842,6.0,48.0,4.30406509320417,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2525,2660295,157964.0,1959,1,100,81.0,40.736644,-73.984729,6.0,64.0,4.406719247264253,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2526,2669295,303394.0,1963,1,100,80.8,40.735526,-73.98264,6.0,64.0,4.404277243608702,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2529,2429835,50509.0,1925,1,100,88.2,40.737302,-73.983527,6.0,64.0,4.490881039585964,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2530,4945816,275900.0,1962,1,100,66.2,40.737733,-73.983935,6.0,64.0,4.207673247529104,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2531,2668699,77640.0,1930,1,100,92.8,40.736885,-73.981647,6.0,64.0,4.541164856012179,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2534,2704680,143356.0,1985,1,100,40.0,40.738005,-73.983228,6.0,64.0,3.713572066704308,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2545,4951954,190000.0,1964,1,100,77.8,40.739264,-73.979907,6.0,66.0,4.366912996863833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2549,4951955,233320.0,1965,1,100,97.3,40.741271,-73.981145,6.0,66.0,4.5880240271531205,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2562,5037090,201949.0,1970,1,100,330.5,40.742895,-73.979188,6.0,70.0,5.803627809625917,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2563,4945813,239054.0,1993,1,100,62.5,40.74429,-73.978719,6.0,70.0,4.151039905898646,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2564,2817352,351560.0,1952,1,100,26.9,40.744531,-73.978982,6.0,70.0,3.32862668882732,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2573,2793981,82014.0,1963,1,100,85.6,40.745826,-73.976275,6.0,78.0,4.461299815568389,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2574,2817477,95057.0,1929,1,100,278.4,40.746452,-73.975881,6.0,78.0,5.632644446822861,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2578,4951961,135128.0,1963,1,100,124.5,40.747097,-73.977112,6.0,78.0,4.832305758571839,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2580,4789955,531892.0,1970,1,100,276.2,40.747681,-73.974975,6.0,78.0,5.624739267315748,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2581,4036594,624519.0,1997,1,100,117.1,40.748313,-73.974545,6.0,78.0,4.771531723203316,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2582,4886331,111570.0,1955,1,100,99.7,40.747544,-73.973885,6.0,78.0,4.612145799724517,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2587,2701685,197904.0,1965,1,100,79.9,40.731772,-73.98354,6.0,48.0,4.393213824064446,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2597,5853630,185127.0,1930,1,100,66.4,40.73669,-73.981767,6.0,64.0,4.210645017918261,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2598,2636742,182258.0,1909,1,100,72.6,40.736981,-73.981554,6.0,64.0,4.298645025734831,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2604,4951966,252188.0,2007,1,100,36.6,40.737368,-73.979782,6.0,64.0,3.6270040503958487,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2609,2826061,180102.0,1899,1,100,156.7,40.737856,-73.978746,6.0,66.0,5.060694493968993,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2610,2826282,87515.0,1929,1,100,176.4,40.737919,-73.977797,6.0,66.0,5.178407069875479,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2621,2810881,165105.0,1970,1,100,89.3,40.741287,-73.977305,6.0,70.0,4.5031374604229395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2625,2806878,1171064.0,1961,2,100,85.0,40.741893,-73.976785,6.0,70.0,4.454347296253507,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2633,2653235,122207.0,1930,1,100,58.8,40.747536,-73.973867,6.0,78.0,4.091005660956586,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2636,3107671,119913.0,1984,1,100,71.8,40.747041,-73.973416,6.0,78.0,4.28771595520264,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2643,3543947,855290.0,2008,1,100,334.9,40.740048,-73.974368,6.0,62.0,5.816813496618247,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2644,4040948,835279.0,1985,1,100,59.2,40.74408,-73.97328,6.0,8601.0,4.097672352314776,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2647,2642107,,1910,2,100,86.2,,,,,4.468204330914934,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2657,2677381,385786.0,1974,1,100,49.2,40.737742,-73.973799,6.0,62.0,3.9160150266976834,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2673,2725649,2245112.0,2008,1,100,211.1,40.755228,-73.983848,5.0,119.0,5.357057861570636,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2689,3122148,57909.0,1900,1,100,49.8,40.757026,-73.983291,5.0,119.0,3.927896354584436,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2701,3884221,2508386.0,1968,1,100,107.8,40.759101,-73.982136,5.0,125.0,4.689511334421843,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2707,4044650,1962900.0,1957,1,100,62.5,40.760045,-73.980331,5.0,131.0,4.151039905898646,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2708,4951978,526729.0,1927,1,100,130.1,,,,,4.875960390769654,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2730,2669740,120000.0,1982,1,100,50.0,40.763912,-73.97833,5.0,137.0,3.9318256327243257,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2749,2714174,353996.0,1927,1,100,140.6,40.766256,-73.979491,5.0,137.0,4.953006181259619,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2753,2810292,98493.0,1942,1,100,47.0,40.766019,-73.977073,5.0,137.0,3.871201010907891,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2754,2704684,90425.0,1928,1,100,65.1,40.766107,-73.977278,5.0,137.0,4.191168746857641,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2766,2597872,119905.0,1903,1,100,120.7,40.756324,-73.987652,5.0,113.0,4.801558999993482,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2774,3120476,55486.0,1928,1,100,158.2,40.757921,-73.987421,5.0,119.0,5.0701612734102826,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2781,2564712,324126.0,2006,1,100,56.2,40.759228,-73.986572,5.0,125.0,4.046553898385752,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2782,4044331,463143.0,2003,1,100,126.2,40.760496,-73.987395,5.0,125.0,4.845760650906022,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2786,2665877,475327.0,1990,1,100,89.9,40.760476,-73.985666,5.0,125.0,4.509760001183433,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2792,4586522,158150.0,1930,1,100,49.9,40.760893,-73.984449,5.0,125.0,3.929862923556477,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2796,3120687,81183.0,1923,1,100,199.3,40.761566,-73.983944,5.0,131.0,5.299816242671772,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2797,4409212,95962.0,1900,1,100,169.5,40.761914,-73.983716,5.0,131.0,5.1387352967235715,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
12165,2974918,103500.0,1955,1,100,48.3,,,,,3.8979240810486444,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2802,4408641,190289.0,1987,1,100,90.6,40.763141,-73.984257,5.0,131.0,4.517431271680085,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2808,3533683,88110.0,1930,1,100,125.1,40.763781,-73.982611,5.0,131.0,4.837075242970874,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2817,2718578,253253.0,1979,1,100,105.0,40.764892,-73.982607,5.0,137.0,4.663439094112067,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
12178,3877954,70000.0,1960,1,100,9.0,,,,,2.302585092994046,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
2831,2652653,94166.0,1913,1,100,120.3,40.765863,-73.979802,5.0,137.0,4.798266815950004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2835,2805763,57670.0,1962,1,100,325.6,40.767442,-73.982318,5.0,137.0,5.788736180536365,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2853,4398368,121156.0,1964,1,100,75.9,40.75959,-73.989431,4.0,121.0,4.3425058765115985,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2862,3882033,62104.0,1988,1,100,68.2,40.761951,-73.987225,4.0,127.0,4.237000862623624,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2874,4951985,64020.0,1947,1,100,95.8,40.763839,-73.98499,4.0,133.0,4.572646994282532,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2888,2638823,57586.0,1930,1,100,78.8,40.765735,-73.983603,4.0,139.0,4.379523504455763,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2894,4952003,941351.0,1978,1,100,87.8,40.767077,-73.983755,4.0,139.0,4.486386649998124,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2896,3543069,75617.0,1928,1,100,92.6,,,,,4.539030383483547,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2897,4403963,102720.0,1987,1,100,93.6,40.767566,-73.982798,4.0,139.0,4.549657476057832,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2903,1261447,2797249.0,2004,1,100,149.9,40.768351,-73.982206,4.0,145.0,5.016617365773803,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2908,3114298,1285029.0,2011,1,100,125.6,40.75913,-73.99582,4.0,115.0,4.841032509710076,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2923,3528210,170440.0,2004,1,100,99.0,40.76637,-73.986856,4.0,139.0,4.605170185988092,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2927,4409001,95436.0,2003,1,100,103.1,40.766715,-73.986603,4.0,139.0,4.645351975620923,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2930,3116357,104966.0,1957,1,100,60.7,40.768159,-73.986307,4.0,139.0,4.122283930911342,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2941,2287199,388273.0,1987,1,100,75.2,40.76037,-73.997213,4.0,129.0,4.333361462692601,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2944,2806390,292381.0,1989,1,100,118.2,40.76034,-73.995094,4.0,129.0,4.7808027546312495,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2947,2611600,156856.0,1920,1,100,28.6,40.760999,-73.99661,4.0,129.0,3.3877743613300146,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2962,2820270,65625.0,1930,1,100,98.9,40.765972,-73.994552,4.0,135.0,4.604169685654508,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2970,3129379,1082317.0,2011,1,100,87.3,40.768154,-73.99296,4.0,135.0,4.480740107609915,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2974,5983666,228000.0,1967,2,100,52.2,40.76943,-73.992032,4.0,135.0,3.9740583963475986,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2986,2654634,211175.0,1950,2,100,33.3,40.762495,-73.998202,4.0,129.0,3.535145354171894,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2988,4733225,52500.0,1920,1,100,42.6,40.763584,-73.996971,4.0,129.0,3.775057150354989,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2993,5236735,152375.0,1930,1,100,181.5,40.769464,-73.994834,4.0,135.0,5.206750173022546,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2995,4900852,387619.0,1929,1,100,38.9,40.768917,-73.992426,4.0,135.0,3.686376323895818,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2998,2729772,547239.0,2005,1,100,,40.77052,-73.99187,4.0,135.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
2999,5877331,978663.0,2016,1,0,41.2,40.771014,-73.993054,4.0,135.0,3.742420221041966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3003,4036564,408644.0,1981,1,100,115.9,40.76938,-73.983184,7.0,145.0,4.761318868478023,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3004,2909090,104310.0,1923,1,100,54.6,40.769265,-73.982917,7.0,145.0,4.018183201256536,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3005,4056579,76511.0,1921,1,0,10.5,40.769202,-73.982765,7.0,145.0,2.4423470353692043,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3007,4954258,78200.0,1905,1,100,172.7,40.769514,-73.982122,7.0,145.0,5.157329673247059,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3008,2694581,113736.0,1921,1,100,93.4,40.769921,-73.982559,7.0,145.0,4.547541073151455,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3015,3533663,217283.0,1923,1,100,53.9,40.77095,-73.982158,7.0,149.0,4.005513348515485,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3019,4390173,249575.0,1930,1,100,174.2,40.770672,-73.980429,7.0,149.0,5.165928178502291,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3021,4398351,1182195.0,1970,1,100,152.4,40.77143,-73.980335,7.0,149.0,5.0330488889331555,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3023,4036626,460000.0,2002,1,100,105.5,40.772545,-73.982176,7.0,149.0,4.66814498514948,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3033,2912657,301000.0,1975,1,100,70.9,40.773505,-73.981637,7.0,149.0,4.275276264727001,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3036,2981192,347053.0,1988,1,100,183.3,40.772994,-73.980081,7.0,153.0,5.216564864675778,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3038,2656576,126557.0,1900,1,100,66.4,40.772945,-73.978359,7.0,153.0,4.210645017918261,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3050,4405696,61908.0,1920,1,100,50.7,40.774435,-73.979695,7.0,153.0,3.9454577815143836,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3051,4405690,51428.0,1924,1,100,60.8,40.774542,-73.979947,7.0,153.0,4.123903364463645,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3058,3264518,58361.0,1916,1,100,76.0,40.775327,-73.977918,7.0,153.0,4.343805421853684,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3067,3116932,51360.0,1930,1,100,84.8,40.777092,-73.978019,7.0,157.0,4.4520190064939165,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3074,2649549,217280.0,1954,1,100,39.2,40.77722,-73.975238,7.0,157.0,3.6938669956249757,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3081,4411735,155933.0,1938,1,100,218.9,,,,,5.393172897560715,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3082,2672551,176891.0,1928,1,100,48.6,40.779649,-73.974006,7.0,161.0,3.903990833730882,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3090,2802598,241774.0,1999,1,100,76.4,40.769476,-73.985122,7.0,145.0,4.3489867805956814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3095,3538942,248013.0,1988,1,100,98.7,40.771406,-73.986057,7.0,145.0,4.602165676967792,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3096,5870656,58219.0,1964,1,100,13.6,40.773626,-73.983591,7.0,149.0,2.681021528714291,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3097,2833409,386850.0,1962,1,100,92.0,40.774897,-73.984338,7.0,153.0,4.532599493153256,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3100,4403261,475923.0,1995,1,100,68.4,40.773997,-73.982233,7.0,153.0,4.239886867512759,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3101,2645118,132902.0,1999,1,100,121.1,40.774386,-73.983399,7.0,153.0,4.804840381116659,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3103,3524863,75069.0,1985,1,100,96.1,40.775114,-73.982193,7.0,153.0,4.575741375297279,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3105,2475958,701953.0,1993,1,95,70.5,40.775177,-73.982168,7.0,153.0,4.269697449699962,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3117,4926479,196953.0,1990,1,100,64.1,40.776618,-73.98094,7.0,157.0,4.175924549214524,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3124,2652684,59210.0,1911,1,100,85.7,40.778146,-73.980556,7.0,157.0,4.462453883786496,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3126,4377739,51000.0,2007,1,100,71.7,40.777754,-73.979629,7.0,157.0,4.286341384539473,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3127,2656243,111997.0,1905,1,100,67.5,40.778759,-73.981502,7.0,157.0,4.22683374526818,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3130,2656250,110770.0,1905,1,100,69.9,40.778973,-73.981351,7.0,157.0,4.2612704335380815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3131,2665675,54777.0,1900,1,100,75.6,40.77763,-73.979296,7.0,157.0,4.338597076746545,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3132,4552288,120383.0,1924,1,100,,40.778915,-73.980217,7.0,157.0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3135,2648651,55012.0,1920,1,100,83.8,40.778401,-73.978997,7.0,157.0,4.440295542797857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
12179,3965816,133000.0,1962,1,100,201.9,,,,,5.312713246831769,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3151,2652041,78877.0,1987,1,100,93.0,40.782381,-73.976522,7.0,165.0,4.543294782270004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3160,2817381,288000.0,1968,1,100,157.2,40.771741,-73.988775,7.0,147.0,5.063860055333554,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3175,4945655,498268.0,1965,1,100,60.0,40.777464,-73.986171,7.0,155.0,4.110873864173311,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3187,2939599,87150.0,1928,1,100,80.0,40.779258,-73.983185,7.0,159.0,4.394449154672439,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3190,4024235,61922.0,1986,1,100,93.9,40.778235,-73.982777,7.0,159.0,4.552823705615882,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3192,2670874,218851.0,1926,1,100,64.4,40.77933,-73.983311,7.0,159.0,4.180522258463153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3193,2630596,109290.0,1927,1,100,56.7,40.779876,-73.982553,7.0,159.0,4.055257173514054,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3198,2811499,568662.0,1904,1,100,132.6,,,,,4.894850261102546,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3204,2679429,99663.0,1929,1,100,52.4,40.780617,-73.980364,7.0,163.0,3.977810745966149,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3207,4481066,50205.0,1900,1,100,74.1,40.780704,-73.980115,7.0,163.0,4.318820558770089,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
3208,3249291,80714.0,2001,1,100,193.1,40.780971,-73.979924,7.0,163.0,5.268373490174964,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
