Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Latitude,Longitude,Community Board,Census Tract,log_Site EUI (kBtu/ft²),log_Longitude,Largest Property Use Type - Gross Floor Area (ft²)_52000.0,Largest Property Use Type - Gross Floor Area (ft²)_54000.0,Largest Property Use Type - Gross Floor Area (ft²)_60000.0,Largest Property Use Type - Gross Floor Area (ft²)_63000.0,Largest Property Use Type - Gross Floor Area (ft²)_65000.0,Largest Property Use Type - Gross Floor Area (ft²)_66000.0,Largest Property Use Type - Gross Floor Area (ft²)_70000.0,Largest Property Use Type - Gross Floor Area (ft²)_75000.0,Largest Property Use Type - Gross Floor Area (ft²)_80000.0,Largest Property Use Type - Gross Floor Area (ft²)_Other,"NYC Borough, Block and Lot (BBL) self-reported_1019610001","NYC Borough, Block and Lot (BBL) self-reported_1019730001","NYC Borough, Block and Lot (BBL) self-reported_1020350001","NYC Borough, Block and Lot (BBL) self-reported_2028760055","NYC Borough, Block and Lot (BBL) self-reported_3-01920-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06789-0015","NYC Borough, Block and Lot (BBL) self-reported_4-06790-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06791-0001","NYC Borough, Block and Lot (BBL) self-reported_4-06792-0600","NYC Borough, Block and Lot (BBL) self-reported_Other",score
5305,5877304,50128.0,2010,1,100,53.4,40.803251,-73.956208,10.0,218.0,3.996364153861897,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5309,2797682,133915.0,1927,1,100,133.4,40.792166,-73.965857,7.0,181.0,4.900820428089049,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5319,4040862,232452.0,2007,1,100,108.8,40.794559,-73.966272,7.0,185.0,4.69866052907543,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5326,2672616,201723.0,1929,1,100,24.8,40.796792,-73.960954,7.0,189.0,3.250374491927572,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5334,2682205,112493.0,1982,4,100,77.1,40.800319,-73.960248,7.0,193.0,4.35799005684564,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5351,2656188,204468.0,1966,1,100,65.1,40.794415,-73.969071,7.0,185.0,4.191168746857641,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5356,4040942,632743.0,2007,1,100,131.1,40.794568,-73.96629,7.0,185.0,4.883559211528279,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5364,2682199,170050.0,1982,1,100,71.8,40.800111,-73.964914,7.0,193.0,4.28771595520264,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5365,2587543,113886.0,1921,1,100,23.5,40.800158,-73.962967,7.0,193.0,3.1986731175506815,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5368,2814657,117276.0,1908,1,100,32.2,40.801969,-73.9615,7.0,193.0,3.502549875922443,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5378,2975450,173668.0,1911,1,100,17.2,40.795617,-73.971064,7.0,183.0,2.9014215940827497,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5389,2665178,87305.0,1925,1,100,155.2,40.797011,-73.970055,7.0,187.0,5.051137237405586,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5394,4040451,259607.0,1926,1,100,79.5,40.797437,-73.969741,7.0,187.0,4.388257184424518,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5396,2817507,82172.0,1931,1,100,99.8,40.797587,-73.967801,7.0,187.0,4.613138355637268,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5397,2742861,61400.0,1920,1,100,108.2,40.798183,-73.96922,7.0,187.0,4.693181063310805,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5403,2652621,59096.0,1921,1,100,126.1,40.798896,-73.966847,7.0,191.0,4.844974178195408,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5406,2732753,172176.0,1927,1,100,52.7,40.800253,-73.969064,7.0,191.0,3.983413001514819,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5409,2665412,112541.0,1917,1,100,57.1,40.800195,-73.96806,7.0,191.0,4.062165663857866,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5411,2659918,160764.0,1913,1,100,58.1,40.800757,-73.967955,7.0,191.0,4.079230924412053,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5418,2664316,120968.0,2005,1,100,93.7,40.801811,-73.967825,7.0,195.0,4.550714000192032,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5432,2674115,88930.0,1941,1,100,66.0,40.8031,-73.963782,9.0,199.0,4.204692619390966,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5442,3106292,59018.0,1950,1,100,11.2,40.805497,-73.965721,9.0,199.0,2.501435951739211,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5446,2977466,56780.0,1909,1,100,7.7,40.805348,-73.963589,9.0,199.0,2.163323025660538,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5449,4020016,89365.0,1932,1,100,51.5,40.804985,-73.962412,9.0,199.0,3.960813169597578,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5452,3536062,98097.0,1910,1,100,,40.795686,-73.972906,7.0,183.0,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5474,2738347,198628.0,1928,1,100,78.9,40.798013,-73.971207,7.0,187.0,4.380775852772229,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5477,2815308,143604.0,1925,1,100,66.2,40.799268,-73.970293,7.0,191.0,4.207673247529104,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5493,2979203,75524.0,1936,1,100,71.6,40.801779,-73.9685,7.0,195.0,4.28496492183075,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5506,2686213,164315.0,1908,1,100,113.0,40.804224,-73.966675,9.0,199.0,4.736198448394496,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5520,2797692,263040.0,1925,1,100,64.1,40.808028,-73.966687,9.0,205.0,4.175924549214524,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5534,4411887,121000.0,1940,1,100,26.1,40.808451,-73.947112,10.0,222.0,3.299533727885655,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5540,2797699,64066.0,2008,1,100,103.0,40.81164,-73.946369,10.0,224.0,4.6443908991413725,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5547,4833365,55230.0,1989,1,100,117.6,40.803678,-73.952704,10.0,218.0,4.775756486563625,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5564,5765349,148355.0,1922,1,95,80.4,40.809342,-73.949217,10.0,222.0,4.399375273008495,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5600,3895508,50706.0,1921,1,65,51.0,40.810386,-73.952879,9.0,20901.0,3.9512437185814275,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5601,4478227,310000.0,2000,1,95,103.5,40.810191,-73.952995,10.0,257.0,4.6491870714048655,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5643,4408910,476512.0,1910,7,100,192.0,40.810628,-73.961972,9.0,203.0,5.262690188904886,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5648,2961640,127711.0,1929,1,100,55.2,40.811921,-73.961032,9.0,211.0,4.028916756899646,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5666,4414141,53952.0,1918,1,100,10.4,40.819028,-73.955843,9.0,219.0,2.4336133554004498,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5668,4408847,50452.0,1914,1,100,1.7,40.819459,-73.955528,9.0,22301.0,0.9932517730102833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5673,2777318,103544.0,1989,1,100,99.6,40.810623,-73.962293,9.0,205.0,4.611152257665639,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5682,4046066,140460.0,1924,2,100,50.6,40.811973,-73.961021,9.0,211.0,3.9435216724875173,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5686,2717266,55062.0,1926,1,100,84.1,40.815354,-73.95983,9.0,211.0,4.443827035579329,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5697,3117534,210000.0,1950,1,100,137.1,40.817892,-73.957719,9.0,219.0,4.9279780604152466,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5698,5532336,79708.0,1920,1,0,0.0,40.817648,-73.956877,9.0,219.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5703,2587389,86625.0,1925,1,100,34.1,40.820365,-73.958595,9.0,22302.0,3.55820113047182,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5708,2745822,59316.0,1900,1,100,125.1,40.821555,-73.954544,9.0,22301.0,4.837075242970874,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5754,4952650,309027.0,2003,1,100,58.8,40.822892,-73.942071,10.0,259.0,4.091005660956586,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5764,4489369,50613.0,1930,1,100,158.6,40.823563,-73.944993,9.0,227.0,5.072670685015709,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5766,5948053,132300.0,1900,1,100,132.5,40.823321,-73.945088,9.0,227.0,4.894101477840304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5769,2669470,225667.0,1956,1,100,125.8,40.823917,-73.944462,9.0,231.0,4.842611042003125,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5793,3580453,65212.0,1922,1,100,104.1,40.821966,-73.952477,9.0,225.0,4.6549122778829055,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5794,2653499,103192.0,1922,1,100,67.9,40.821952,-73.952463,9.0,225.0,4.232656178019613,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5799,2665415,69202.0,1941,1,100,125.6,40.823008,-73.95067,9.0,225.0,4.841032509710076,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5800,2665418,91274.0,1982,1,100,90.4,40.823978,-73.95223,9.0,225.0,4.515245478460105,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5804,2675769,61540.0,1908,1,100,166.6,40.826576,-73.950328,9.0,229.0,5.121580188047982,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5808,4040773,57502.0,1920,1,100,134.1,40.828058,-73.94925,9.0,233.0,4.906015244966153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5810,3957383,66720.0,1920,1,100,2.9,40.828539,-73.945206,9.0,237.0,1.3609765531356006,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5815,2789711,55670.0,1926,1,100,90.3,40.822853,-73.953741,9.0,225.0,4.514150787600923,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5830,2665431,68735.0,1983,1,100,96.0,40.825608,-73.951062,9.0,229.0,4.574710978503383,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5835,4040789,72099.0,1915,1,100,111.4,40.827202,-73.949897,9.0,233.0,4.722063937459591,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5841,2746130,57612.0,1920,1,100,87.4,40.829271,-73.948389,9.0,233.0,4.481871969643598,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5875,5010144,51085.0,2012,1,100,228.0,40.838855,-73.936791,12.0,249.0,5.43372200355424,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5878,2672778,84651.0,1929,1,100,12.2,40.840567,-73.936392,12.0,249.0,2.580216829592325,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5883,2747965,99076.0,1910,1,100,78.4,40.833831,-73.945036,12.0,241.0,4.37449836825309,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5889,2789678,61218.0,1910,1,100,103.9,40.835617,-73.943729,12.0,245.0,4.653007515402251,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5899,2665443,50412.0,1958,1,100,91.0,40.837333,-73.94006,12.0,245.0,4.5217885770490405,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5902,2790349,68625.0,1937,1,100,49.8,40.839441,-73.939118,12.0,251.0,3.927896354584436,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5907,3535757,56300.0,1924,1,100,124.8,40.845063,-73.935719,12.0,261.0,4.8346933442663405,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5910,4411927,56250.0,1912,1,100,105.1,40.844518,-73.93353,12.0,261.0,4.664382045619937,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5916,2789696,64674.0,1910,1,100,120.7,40.834366,-73.945599,12.0,241.0,4.801558999993482,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5917,2747167,70356.0,1900,1,100,53.2,40.833743,-73.945343,12.0,241.0,3.9926809084456005,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5947,2665447,60072.0,1973,1,100,93.6,40.837275,-73.94423,12.0,247.0,4.549657476057832,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5973,2797953,71166.0,1920,1,100,86.6,40.838858,-73.943579,12.0,245.0,4.472780997942346,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5975,2805273,58104.0,1915,1,100,36.0,40.838583,-73.942036,12.0,245.0,3.6109179126442243,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5976,2805317,55111.0,1930,1,100,41.6,40.838655,-73.942202,12.0,245.0,3.751854253275325,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5978,2705489,123937.0,1925,1,100,78.6,40.839391,-73.943368,12.0,245.0,4.377014092850337,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5979,2750351,80886.0,1924,1,100,61.2,40.83978,-73.943216,12.0,245.0,4.130354999745133,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5981,2805275,60781.0,1930,1,100,120.9,40.838731,-73.941475,12.0,245.0,4.803201036487226,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
5985,3127259,65448.0,1909,1,100,117.3,40.841222,-73.939677,12.0,251.0,4.773223770984341,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6000,4369261,59805.0,1925,1,100,15.1,40.84775,-73.940557,12.0,255.0,2.7788192719904172,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6019,2750732,64896.0,1920,1,100,139.0,40.844241,-73.938966,12.0,253.0,4.941642422609304,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6020,2640765,68240.0,1920,1,100,108.5,40.845159,-73.940591,12.0,253.0,4.695924549256556,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6027,3513107,71896.0,1925,1,100,138.7,40.846302,-73.938429,12.0,263.0,4.939497266262916,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6028,2769540,77877.0,1925,1,100,119.0,40.845926,-73.938541,12.0,263.0,4.787491742782046,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6031,2946935,59442.0,1910,1,100,109.2,40.844891,-73.936981,12.0,263.0,4.702296896718814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6032,2770561,52788.0,1920,1,100,92.1,40.846191,-73.93626,12.0,263.0,4.533674184283021,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6035,4907543,113373.0,1930,1,95,78.1,40.846299,-73.938407,12.0,263.0,4.370712874773608,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6036,4408932,85176.0,2001,1,100,48.1,40.847232,-73.938124,12.0,263.0,3.893859034800475,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6038,5819523,253942.0,1969,1,100,138.4,40.849728,-73.92974,12.0,267.0,4.937347498326424,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6039,5819586,119550.0,1956,1,100,187.9,40.850002,-73.929555,12.0,267.0,5.241217774507464,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
6040,5819576,72187.0,1963,1,100,99.5,40.850735,-73.929016,12.0,267.0,4.61015772749913,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6053,3525377,51479.0,1935,1,100,81.7,40.848729,-73.934154,12.0,269.0,4.415219602029645,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6058,5819529,105698.0,1962,1,100,113.1,40.850192,-73.929447,12.0,269.0,4.73707525686803,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6067,3527108,59520.0,1915,1,100,77.6,40.855001,-73.929565,12.0,277.0,4.364371699435161,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6068,2705488,67045.0,1925,1,100,144.3,40.857094,-73.927523,12.0,277.0,4.9788005705762375,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6071,2770919,55800.0,1910,1,100,68.3,40.849307,-73.936648,12.0,263.0,4.238444906195857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6076,2979075,72822.0,1920,1,100,85.5,40.851188,-73.933964,12.0,271.0,4.460144413937834,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6086,2789700,54288.0,1913,1,100,139.2,40.855009,-73.929583,12.0,279.0,4.94306997460049,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6091,3524985,52215.0,1925,1,100,110.9,40.85854,-73.931679,12.0,283.0,4.71760561531788,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6092,2658639,62514.0,1920,1,100,80.1,40.858663,-73.931621,12.0,283.0,4.395682961121367,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6126,2608039,66056.0,1916,1,100,72.2,40.861029,-73.92633,12.0,285.0,4.293195420967266,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6127,3266157,70323.0,1927,1,100,6.1,40.860524,-73.92769,12.0,285.0,1.9600947840472698,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6139,4974531,75000.0,1928,1,60,3.8,40.862326,-73.929553,12.0,287.0,1.5686159179138452,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
6143,2640762,67800.0,1930,1,100,157.5,40.864231,-73.929273,12.0,287.0,5.065754593317335,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6146,2817485,57631.0,1930,1,100,128.1,40.864895,-73.928437,12.0,287.0,4.860587297852597,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6147,4022575,58400.0,1925,1,100,142.1,40.8651,-73.92805,12.0,287.0,4.963543686562405,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6155,3202474,51948.0,1924,1,100,68.3,40.848449,-73.939291,12.0,265.0,4.238444906195857,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6159,2665482,75381.0,1983,1,100,103.2,40.847609,-73.938258,12.0,265.0,4.646312129319266,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6161,4409079,101100.0,1920,1,100,105.9,40.850362,-73.938494,12.0,265.0,4.671893818030999,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6169,2638781,56850.0,1905,1,100,67.4,40.848562,-73.939273,12.0,265.0,4.225372824628505,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6172,4409096,50028.0,1909,1,100,167.4,40.850598,-73.938421,12.0,265.0,5.126342101808226,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6175,2705499,50976.0,1909,1,100,106.5,40.849401,-73.938932,12.0,265.0,4.677490847567717,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6190,2656204,50770.0,1936,1,100,94.8,40.851945,-73.9379,12.0,273.0,4.562262684976814,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6208,5858537,110000.0,1958,1,100,87.3,40.857801,-73.9351,12.0,273.0,4.480740107609915,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6214,2640772,55020.0,1920,1,100,93.5,40.853139,-73.937497,12.0,273.0,4.548599834499697,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6231,2669141,63912.0,1957,1,100,91.4,40.852806,-73.935488,12.0,271.0,4.526126978647638,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6274,4626436,316800.0,1923,2,100,15.7,40.877739,-73.908542,8.0,309.0,2.8154087194227095,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6285,3524892,59718.0,1930,1,100,101.9,40.876301,-73.908479,8.0,309.0,4.633757642840004,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6286,4722760,66754.0,2004,1,100,86.3,40.873644,-73.907962,7.0,309.0,4.469350462845557,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6289,2665471,52959.0,1924,1,100,91.8,40.862186,-73.925107,12.0,291.0,4.530446639792155,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6292,4037246,208415.0,1964,1,100,86.7,40.863179,-73.920481,12.0,293.0,4.473921899378137,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6296,3183788,89391.0,1930,1,100,92.2,40.863806,-73.925358,12.0,291.0,4.534747721691546,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6298,3171758,93250.0,1925,1,100,95.7,40.864765,-73.922764,12.0,291.0,4.571613402459248,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6303,2772653,61820.0,1925,1,100,18.4,40.865381,-73.921101,12.0,293.0,2.9652730660692823,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6304,2772975,72643.0,1920,1,100,115.1,40.865369,-73.919734,12.0,293.0,4.754451888703846,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6305,2745443,72643.0,1920,1,100,137.8,40.864954,-73.919467,12.0,293.0,4.933034048072704,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6306,2801229,60205.0,1935,1,100,113.9,40.864494,-73.920245,12.0,293.0,4.74406218485471,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6308,2658899,63445.0,1927,1,100,98.1,40.866008,-73.919401,12.0,293.0,4.596129441335942,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6312,3114291,122840.0,1981,1,100,87.3,40.865491,-73.920851,12.0,293.0,4.480740107609915,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6315,2789698,55015.0,1925,1,100,77.2,40.86822,-73.918241,12.0,303.0,4.359269647551265,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6318,2587913,377493.0,1960,1,100,56.2,40.868911,-73.917524,12.0,303.0,4.046553898385752,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6324,2665472,58198.0,1925,1,100,80.0,40.866433,-73.921526,12.0,293.0,4.394449154672439,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6325,2665474,58198.0,1925,1,100,80.0,40.866276,-73.921942,12.0,293.0,4.394449154672439,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6335,2683871,63527.0,1937,1,100,66.3,40.868097,-73.922862,12.0,295.0,4.209160236650682,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6337,2653215,50583.0,1936,1,100,87.8,40.868278,-73.922308,12.0,295.0,4.486386649998124,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6340,2814426,127200.0,1925,1,100,73.9,40.869198,-73.92046,12.0,303.0,4.316153890523174,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6343,2668970,83766.0,1929,1,100,81.5,40.869199,-73.916989,12.0,303.0,4.412798293340635,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
6356,4492199,60180.0,1925,1,100,77.8,40.870379,-73.917269,12.0,303.0,4.366912996863833,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
